sourceid-year-oa,source_id,source_title,journal_name,issn_print,issn_e,parent_publisher,oa_status,pub_year,n_doi,apc_lower_total,apc_lower,apc_lower_source,apc_upper_total,apc_upper,apc_upper_source,notes
11674_2017_hybrid,11674,International Journal of Audiology,International Journal of Audiology,1499-2027,1708-8186,Taylor & Francis,hybrid,2017,12,35400,2950,Matthias: actual,35400,2950,Matthias: actual,
11674_2018_hybrid,11674,International Journal of Audiology,International Journal of Audiology,1499-2027,1708-8186,Taylor & Francis,hybrid,2018,15,44250,2950,Matthias: actual,44250,2950,Matthias: actual,
11677_2016_hybrid,11677,International Journal of Aviation Psychology,The International Journal of Aviation Psychology,1050-8414,1532-7108,Taylor & Francis,hybrid,2016,1,2950,2950,Matthias: actual,2950,2950,Matthias: actual,
11683_2015_hybrid,11683,International Journal of Bilingual Education and Bilingualism,International Journal of Bilingual Education and Bilingualism,1367-0050,1747-7522,Taylor & Francis,hybrid,2015,1,2950,2950,Matthias: actual,2950,2950,Matthias: actual,
11683_2016_hybrid,11683,International Journal of Bilingual Education and Bilingualism,International Journal of Bilingual Education and Bilingualism,1367-0050,1747-7522,Taylor & Francis,hybrid,2016,1,2950,2950,Matthias: actual,2950,2950,Matthias: actual,
11683_2018_hybrid,11683,International Journal of Bilingual Education and Bilingualism,International Journal of Bilingual Education and Bilingualism,1367-0050,1747-7522,Taylor & Francis,hybrid,2018,2,5900,2950,Matthias: actual,5900,2950,Matthias: actual,
11710_2015_gold,11710,International Journal of Circumpolar Health,International Journal of Circumpolar Health,1239-9736,2242-3982,Taylor & Francis,gold,2015,49,144550,2950,Matthias: actual,144550,2950,Matthias: actual,
11734_2015_hybrid,11734,International Journal of Computational Fluid Dynamics,International Journal of Computational Fluid Dynamics,1061-8562,1029-0257,Taylor & Francis,hybrid,2015,1,2950,2950,Matthias: actual,2950,2950,Matthias: actual,
11734_2016_hybrid,11734,International Journal of Computational Fluid Dynamics,International Journal of Computational Fluid Dynamics,1061-8562,1029-0257,Taylor & Francis,hybrid,2016,1,2950,2950,Matthias: actual,2950,2950,Matthias: actual,
11741_2016_hybrid,11741,International Journal of Computer Integrated Manufacturing,International Journal of Computer Integrated Manufacturing,0951-192X,1362-3052,Taylor & Francis,hybrid,2016,2,5900,2950,Matthias: actual,5900,2950,Matthias: actual,
11741_2017_hybrid,11741,International Journal of Computer Integrated Manufacturing,International Journal of Computer Integrated Manufacturing,0951-192X,1362-3052,Taylor & Francis,hybrid,2017,2,5900,2950,Matthias: actual,5900,2950,Matthias: actual,
11742_2018_hybrid,11742,International Journal of Computer Mathematics,International Journal of Computer Mathematics,0020-7160,1029-0265,Taylor & Francis,hybrid,2018,2,5900,2950,Matthias: actual,5900,2950,Matthias: actual,
11752_2016_hybrid,11752,International Journal of Control,International Journal of Control,0020-7179,1366-5820,Taylor & Francis,hybrid,2016,2,5900,2950,Matthias: actual,5900,2950,Matthias: actual,
11752_2017_hybrid,11752,International Journal of Control,International Journal of Control,0020-7179,1366-5820,Taylor & Francis,hybrid,2017,3,8850,2950,Matthias: actual,8850,2950,Matthias: actual,
11752_2018_hybrid,11752,International Journal of Control,International Journal of Control,0020-7179,1366-5820,Taylor & Francis,hybrid,2018,5,14750,2950,Matthias: actual,14750,2950,Matthias: actual,
11757_2017_hybrid,11757,International Journal of Crashworthiness,International Journal of Crashworthiness,1358-8265,1754-2111,Taylor & Francis,hybrid,2017,1,2950,2950,Matthias: actual,2950,2950,Matthias: actual,
11757_2018_hybrid,11757,International Journal of Crashworthiness,International Journal of Crashworthiness,1358-8265,1754-2111,Taylor & Francis,hybrid,2018,3,8850,2950,Matthias: actual,8850,2950,Matthias: actual,
11759_2015_hybrid,11759,International Journal of Cultural Policy,International Journal of Cultural Policy,1028-6632,1477-2833,Taylor & Francis,hybrid,2015,1,2950,2950,Matthias: actual,2950,2950,Matthias: actual,
11759_2016_hybrid,11759,International Journal of Cultural Policy,International Journal of Cultural Policy,1028-6632,1477-2833,Taylor & Francis,hybrid,2016,2,5900,2950,Matthias: actual,5900,2950,Matthias: actual,
11759_2017_hybrid,11759,International Journal of Cultural Policy,International Journal of Cultural Policy,1028-6632,1477-2833,Taylor & Francis,hybrid,2017,2,5900,2950,Matthias: actual,5900,2950,Matthias: actual,
11759_2018_hybrid,11759,International Journal of Cultural Policy,International Journal of Cultural Policy,1028-6632,1477-2833,Taylor & Francis,hybrid,2018,5,14750,2950,Matthias: actual,14750,2950,Matthias: actual,
11769_2017_hybrid,11769,International Journal of Developmental Disabilities,International Journal of Developmental Disabilities,2047-3869,2047-3877,Taylor & Francis,hybrid,2017,1,2950,2950,Matthias: actual,2950,2950,Matthias: actual,
11769_2018_hybrid,11769,International Journal of Developmental Disabilities,International Journal of Developmental Disabilities,2047-3869,2047-3877,Taylor & Francis,hybrid,2018,1,2950,2950,Matthias: actual,2950,2950,Matthias: actual,
11772_2016_hybrid,11772,International Journal of Digital Earth,International Journal of Digital Earth,1753-8947,1753-8955,Taylor & Francis,hybrid,2016,7,20650,2950,Matthias: actual,20650,2950,Matthias: actual,
11772_2017_hybrid,11772,International Journal of Digital Earth,International Journal of Digital Earth,1753-8947,1753-8955,Taylor & Francis,hybrid,2017,13,38350,2950,Matthias: actual,38350,2950,Matthias: actual,
11772_2018_hybrid,11772,International Journal of Digital Earth,International Journal of Digital Earth,1753-8947,1753-8955,Taylor & Francis,hybrid,2018,5,14750,2950,Matthias: actual,14750,2950,Matthias: actual,
11773_2017_hybrid,11773,International Journal of Disability Development and Education,"International Journal of Disability, Development and Education",1034-912X,1465-346X,Taylor & Francis,hybrid,2017,2,5900,2950,Matthias: actual,5900,2950,Matthias: actual,
11787_2017_hybrid,11787,International Journal of Electronic Commerce,International Journal of Electronic Commerce,1086-4415,1557-9301,Taylor & Francis,hybrid,2017,2,5900,2950,Matthias: actual,5900,2950,Matthias: actual,
11788_2017_hybrid,11788,International Journal of Electronics,International Journal of Electronics,0020-7217,1362-3060,Taylor & Francis,hybrid,2017,1,2950,2950,Matthias: actual,2950,2950,Matthias: actual,
11788_2018_hybrid,11788,International Journal of Electronics,International Journal of Electronics,0020-7217,1362-3060,Taylor & Francis,hybrid,2018,1,2950,2950,Matthias: actual,2950,2950,Matthias: actual,
11800_2016_hybrid,11800,International Journal of Environmental Health Research,International Journal of Environmental Health Research,0960-3123,1369-1619,Taylor & Francis,hybrid,2016,1,2950,2950,Matthias: actual,2950,2950,Matthias: actual,
11800_2017_hybrid,11800,International Journal of Environmental Health Research,International Journal of Environmental Health Research,0960-3123,1369-1619,Taylor & Francis,hybrid,2017,3,8850,2950,Matthias: actual,8850,2950,Matthias: actual,
11800_2018_hybrid,11800,International Journal of Environmental Health Research,International Journal of Environmental Health Research,0960-3123,1369-1619,Taylor & Francis,hybrid,2018,1,2950,2950,Matthias: actual,2950,2950,Matthias: actual,
