sourceid-year-oa,source_id,source_title,journal_name,issn_print,issn_e,parent_publisher,oa_status,pub_year,n_doi,apc_lower_total,apc_lower,apc_lower_source,apc_upper_total,apc_upper,apc_upper_source,notes
10716_2016_hybrid,10716,Immunity,Immunity,1074-7613,1097-4180,Elsevier,hybrid,2016,17,85000,5000,Matthias: actual,85000,5000,Matthias: actual,
10716_2017_hybrid,10716,Immunity,Immunity,1074-7613,1097-4180,Elsevier,hybrid,2017,17,85000,5000,Matthias: actual,85000,5000,Matthias: actual,
12939_2017_hybrid,12939,Joule,Joule,2542-4351,NULL,Elsevier,hybrid,2017,2,10000,5000,IWM: actual,10000,5000,IWM: actual,http://web.archive.org/web/20170811191028/http://www.cell.com/rights-sharing-embargoes
16219_2015_hybrid,16219,Lancet,The Lancet,0140-6736,1474-547X,Elsevier,hybrid,2015,29,145000,5000,Matthias: actual,145000,5000,Matthias: actual,
16219_2016_hybrid,16219,Lancet,The Lancet,0140-6736,1474-547X,Elsevier,hybrid,2016,44,220000,5000,Matthias: actual,220000,5000,Matthias: actual,
16219_2017_hybrid,16219,Lancet,The Lancet,0140-6736,1474-547X,Elsevier,hybrid,2017,52,260000,5000,Matthias: actual,260000,5000,Matthias: actual,
16219_2018_hybrid,16219,Lancet,The Lancet,0140-6736,1474-547X,Elsevier,hybrid,2018,62,310000,5000,Matthias: actual,310000,5000,Matthias: actual,
16220_2017_hybrid,16220,LANCET CHILD & ADOLESCENT HEALTH,The Lancet Child & Adolescent Health,2352-4642,NULL,Elsevier,hybrid,2017,3,15000,5000,website: current,15000,5000,website: current,applied 2021 fee
16220_2018_hybrid,16220,LANCET CHILD & ADOLESCENT HEALTH,The Lancet Child & Adolescent Health,2352-4642,NULL,Elsevier,hybrid,2018,12,60000,5000,website: current,60000,5000,website: current,applied 2021 fee
16221_2015_hybrid,16221,LANCET DIABETES & ENDOCRINOLOGY,The Lancet Diabetes & Endocrinology,2213-8587,NULL,Elsevier,hybrid,2015,9,45000,5000,Matthias: actual,45000,5000,Matthias: actual,
16221_2016_hybrid,16221,LANCET DIABETES & ENDOCRINOLOGY,The Lancet Diabetes & Endocrinology,2213-8587,NULL,Elsevier,hybrid,2016,6,30000,5000,Matthias: actual,30000,5000,Matthias: actual,
16221_2017_hybrid,16221,LANCET DIABETES & ENDOCRINOLOGY,The Lancet Diabetes & Endocrinology,2213-8587,NULL,Elsevier,hybrid,2017,5,25000,5000,Matthias: actual,25000,5000,Matthias: actual,
16221_2018_hybrid,16221,LANCET DIABETES & ENDOCRINOLOGY,The Lancet Diabetes & Endocrinology,2213-8587,NULL,Elsevier,hybrid,2018,10,50000,5000,Matthias: actual,50000,5000,Matthias: actual,
16222_2016_hybrid,16222,LANCET GASTROENTEROLOGY & HEPATOLOGY,The Lancet Gastroenterology & Hepatology,NULL,2468-1253,Elsevier,hybrid,2016,3,15000,5000,website: current,15000,5000,website: current,applied 2021 fee
16222_2017_hybrid,16222,LANCET GASTROENTEROLOGY & HEPATOLOGY,The Lancet Gastroenterology & Hepatology,NULL,2468-1253,Elsevier,hybrid,2017,2,10000,5000,Matthias: newer,10000,5000,Matthias: newer,backfilled 2021 fee
16222_2018_hybrid,16222,LANCET GASTROENTEROLOGY & HEPATOLOGY,The Lancet Gastroenterology & Hepatology,NULL,2468-1253,Elsevier,hybrid,2018,7,35000,5000,website: current,35000,5000,website: current,applied 2021 fee
16223_2016_gold,16223,Lancet Global Health,The Lancet Global Health,2214-109X,NULL,Elsevier,gold,2016,62,310000,5000,Matthias: actual | Morrison: actual,310000,5000,Matthias: actual | Morrison: actual,
16223_2017_gold,16223,Lancet Global Health,The Lancet Global Health,2214-109X,NULL,Elsevier,gold,2017,84,420000,5000,Matthias: actual | Morrison: actual,420000,5000,Matthias: actual | Morrison: actual,
16223_2018_gold,16223,Lancet Global Health,The Lancet Global Health,2214-109X,NULL,Elsevier,gold,2018,91,455000,5000,Matthias: actual | Morrison: actual,455000,5000,Matthias: actual | Morrison: actual,
16224_2015_hybrid,16224,Lancet Haematology,The Lancet Haematology,2352-3026,NULL,Elsevier,hybrid,2015,3,15000,5000,Matthias: actual,15000,5000,Matthias: actual,
16224_2016_hybrid,16224,Lancet Haematology,The Lancet Haematology,2352-3026,NULL,Elsevier,hybrid,2016,1,5000,5000,Matthias: actual,5000,5000,Matthias: actual,
16224_2017_hybrid,16224,Lancet Haematology,The Lancet Haematology,2352-3026,NULL,Elsevier,hybrid,2017,2,10000,5000,Matthias: actual,10000,5000,Matthias: actual,
16224_2018_hybrid,16224,Lancet Haematology,The Lancet Haematology,2352-3026,NULL,Elsevier,hybrid,2018,4,20000,5000,Matthias: actual,20000,5000,Matthias: actual,
16225_2015_hybrid,16225,Lancet HIV,The Lancet HIV,2352-3018,NULL,Elsevier,hybrid,2015,3,15000,5000,Matthias: actual,15000,5000,Matthias: actual,
16225_2016_hybrid,16225,Lancet HIV,The Lancet HIV,2352-3018,NULL,Elsevier,hybrid,2016,6,30000,5000,Matthias: actual,30000,5000,Matthias: actual,
16225_2017_hybrid,16225,Lancet HIV,The Lancet HIV,2352-3018,NULL,Elsevier,hybrid,2017,5,25000,5000,Matthias: actual,25000,5000,Matthias: actual,
16225_2018_hybrid,16225,Lancet HIV,The Lancet HIV,2352-3018,NULL,Elsevier,hybrid,2018,8,40000,5000,Matthias: actual,40000,5000,Matthias: actual,
16226_2015_hybrid,16226,Lancet Infectious Diseases,The Lancet Infectious Diseases,1473-3099,1474-4457,Elsevier,hybrid,2015,8,40000,5000,Matthias: actual,40000,5000,Matthias: actual,
16226_2016_hybrid,16226,Lancet Infectious Diseases,The Lancet Infectious Diseases,1473-3099,1474-4457,Elsevier,hybrid,2016,24,120000,5000,Matthias: actual,120000,5000,Matthias: actual,
16226_2017_hybrid,16226,Lancet Infectious Diseases,The Lancet Infectious Diseases,1473-3099,1474-4457,Elsevier,hybrid,2017,31,155000,5000,Matthias: actual,155000,5000,Matthias: actual,
16226_2018_hybrid,16226,Lancet Infectious Diseases,The Lancet Infectious Diseases,1473-3099,1474-4457,Elsevier,hybrid,2018,29,145000,5000,Matthias: actual,145000,5000,Matthias: actual,
16227_2015_hybrid,16227,Lancet Neurology,The Lancet Neurology,1474-4422,1474-4465,Elsevier,hybrid,2015,7,35000,5000,Matthias: actual,35000,5000,Matthias: actual,
16227_2016_hybrid,16227,Lancet Neurology,The Lancet Neurology,1474-4422,1474-4465,Elsevier,hybrid,2016,7,35000,5000,Matthias: actual,35000,5000,Matthias: actual,
16227_2017_hybrid,16227,Lancet Neurology,The Lancet Neurology,1474-4422,1474-4465,Elsevier,hybrid,2017,5,25000,5000,Matthias: actual,25000,5000,Matthias: actual,
16227_2018_hybrid,16227,Lancet Neurology,The Lancet Neurology,1474-4422,1474-4465,Elsevier,hybrid,2018,11,55000,5000,Matthias: actual,55000,5000,Matthias: actual,
16228_2015_hybrid,16228,Lancet Oncology,The Lancet Oncology,1470-2045,1474-5488,Elsevier,hybrid,2015,7,35000,5000,Matthias: actual,35000,5000,Matthias: actual,
16228_2016_hybrid,16228,Lancet Oncology,The Lancet Oncology,1470-2045,1474-5488,Elsevier,hybrid,2016,11,55000,5000,Matthias: actual,55000,5000,Matthias: actual,
16228_2017_hybrid,16228,Lancet Oncology,The Lancet Oncology,1470-2045,1474-5488,Elsevier,hybrid,2017,14,70000,5000,Matthias: actual,70000,5000,Matthias: actual,
16228_2018_hybrid,16228,Lancet Oncology,The Lancet Oncology,1470-2045,1474-5488,Elsevier,hybrid,2018,11,55000,5000,Matthias: actual,55000,5000,Matthias: actual,
16229_2015_hybrid,16229,Lancet Psychiatry,The Lancet Psychiatry,2215-0374,NULL,Elsevier,hybrid,2015,13,65000,5000,Matthias: actual,65000,5000,Matthias: actual,
16229_2016_hybrid,16229,Lancet Psychiatry,The Lancet Psychiatry,2215-0374,NULL,Elsevier,hybrid,2016,11,55000,5000,Matthias: actual,55000,5000,Matthias: actual,
16229_2017_hybrid,16229,Lancet Psychiatry,The Lancet Psychiatry,2215-0374,NULL,Elsevier,hybrid,2017,14,70000,5000,Matthias: actual,70000,5000,Matthias: actual,
16229_2018_hybrid,16229,Lancet Psychiatry,The Lancet Psychiatry,2215-0374,NULL,Elsevier,hybrid,2018,15,75000,5000,Matthias: actual,75000,5000,Matthias: actual,
16231_2015_hybrid,16231,Lancet Respiratory Medicine,The Lancet Respiratory Medicine,2213-2600,NULL,Elsevier,hybrid,2015,6,30000,5000,Matthias: actual,30000,5000,Matthias: actual,
16231_2016_hybrid,16231,Lancet Respiratory Medicine,The Lancet Respiratory Medicine,2213-2600,NULL,Elsevier,hybrid,2016,5,25000,5000,Matthias: actual,25000,5000,Matthias: actual,
16231_2017_hybrid,16231,Lancet Respiratory Medicine,The Lancet Respiratory Medicine,2213-2600,NULL,Elsevier,hybrid,2017,4,20000,5000,Matthias: actual,20000,5000,Matthias: actual,
16231_2018_hybrid,16231,Lancet Respiratory Medicine,The Lancet Respiratory Medicine,2213-2600,NULL,Elsevier,hybrid,2018,3,15000,5000,Matthias: actual,15000,5000,Matthias: actual,
17700_2015_hybrid,17700,Molecular Cell,Molecular Cell,1097-2765,1097-4164,Elsevier,hybrid,2015,35,175000,5000,Matthias: actual,175000,5000,Matthias: actual,
17700_2016_hybrid,17700,Molecular Cell,Molecular Cell,1097-2765,1097-4164,Elsevier,hybrid,2016,54,270000,5000,Matthias: actual,270000,5000,Matthias: actual,
17700_2017_hybrid,17700,Molecular Cell,Molecular Cell,1097-2765,1097-4164,Elsevier,hybrid,2017,43,215000,5000,Matthias: actual,215000,5000,Matthias: actual,
18305_2015_hybrid,18305,Neuron,Neuron,0896-6273,1097-4199,Elsevier,hybrid,2015,30,150000,5000,Matthias: actual,150000,5000,Matthias: actual,
18305_2016_hybrid,18305,Neuron,Neuron,0896-6273,1097-4199,Elsevier,hybrid,2016,40,200000,5000,Matthias: actual,200000,5000,Matthias: actual,
18305_2017_hybrid,18305,Neuron,Neuron,0896-6273,1097-4199,Elsevier,hybrid,2017,33,165000,5000,Matthias: actual,165000,5000,Matthias: actual,
22902_2015_hybrid,22902,Small,Small,1613-6810,1613-6829,Wiley,hybrid,2015,13,65000,5000,Matthias: newer,65000,5000,Matthias: newer,backfilled 2017 fee https://web.archive.org/web/20170711070151/https://authorservices.wiley.com/author-resources/Journal-Authors/licensing-open-access/open-access/onlineopen.html
22902_2016_hybrid,22902,Small,Small,1613-6810,1613-6829,Wiley,hybrid,2016,10,50000,5000,Matthias: actual,50000,5000,Matthias: actual,
22902_2017_hybrid,22902,Small,Small,1613-6810,1613-6829,Wiley,hybrid,2017,10,50000,5000,Matthias: actual,50000,5000,Matthias: actual,
22902_2018_hybrid,22902,Small,Small,1613-6810,1613-6829,Wiley,hybrid,2018,16,80000,5000,Matthias: actual,80000,5000,Matthias: actual,
23563_2015_hybrid,23563,Structure,Structure,0969-2126,1878-4186,Elsevier,hybrid,2015,30,150000,5000,Matthias: actual,150000,5000,Matthias: actual,
23563_2016_hybrid,23563,Structure,Structure,0969-2126,1878-4186,Elsevier,hybrid,2016,18,90000,5000,Matthias: actual,90000,5000,Matthias: actual,
23563_2017_hybrid,23563,Structure,Structure,0969-2126,1878-4186,Elsevier,hybrid,2017,20,100000,5000,Matthias: actual,100000,5000,Matthias: actual,
8249_2016_hybrid,8249,Expert Opinion on Emerging Drugs,Expert Opinion on Emerging Drugs,1472-8214,1744-7623,Taylor & Francis,hybrid,2016,1,4800,4800,website: current,4800,4800,website: current,backfilled 2021 fee https://authorservices.taylorandfrancis.com/publishing-open-access/open-access-cost-finder/?category=all&journal=uedg&fulloa=1&openselect=1&notavailable=1&numberofresultsperpage=5&pagenumber=1
8250_2016_hybrid,8250,Expert Opinion on Investigational Drugs,Expert Opinion on Investigational Drugs,1354-3784,1744-7658,Taylor & Francis,hybrid,2016,1,4800,4800,website: current,4800,4800,website: current,backfilled 2021 fee https://authorservices.taylorandfrancis.com/publishing-open-access/open-access-cost-finder/?category=all&journal=uedg&fulloa=1&openselect=1&notavailable=1&numberofresultsperpage=5&pagenumber=1
8250_2017_hybrid,8250,Expert Opinion on Investigational Drugs,Expert Opinion on Investigational Drugs,1354-3784,1744-7658,Taylor & Francis,hybrid,2017,3,14400,4800,website: current,14400,4800,website: current,backfilled 2021 fee https://authorservices.taylorandfrancis.com/publishing-open-access/open-access-cost-finder/?category=all&journal=uedg&fulloa=1&openselect=1&notavailable=1&numberofresultsperpage=5&pagenumber=1
8253_2016_hybrid,8253,Expert Opinion on Therapeutic Patents,Expert Opinion on Therapeutic Patents,1354-3776,1744-7674,Taylor & Francis,hybrid,2016,2,9600,4800,Matthias: older,9600,4800,Matthias: older,See Instructions for Authors
16223_2015_gold,16223,Lancet Global Health,The Lancet Global Health,2214-109X,NULL,Elsevier,gold,2015,56,266000,4750,Matthias: actual,266000,4750,Matthias: actual,
556_2015_gold,556,Advanced Science,Advanced Science,NULL,2198-3844,Wiley,gold,2015,114,513000,4500,Matthias: actual,513000,4500,Matthias: actual,
556_2016_gold,556,Advanced Science,Advanced Science,NULL,2198-3844,Wiley,gold,2016,149,670500,4500,Matthias: actual | Morrison: actual,670500,4500,Matthias: actual | Morrison: actual,
1161_2018_hybrid,1161,Alimentary Pharmacology & Therapeutics,Alimentary Pharmacology & Therapeutics,0269-2813,1365-2036,Wiley,hybrid,2018,20,90000,4500,Matthias: actual,90000,4500,Matthias: actual,
1580_2015_hybrid,1580,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,Angewandte Chemie International Edition,1433-7851,1521-3773,Wiley,hybrid,2015,2,9000,4500,Matthias: older,9000,4500,Matthias: older,
1580_2017_hybrid,1580,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,Angewandte Chemie International Edition,1433-7851,1521-3773,Wiley,hybrid,2017,236,1062000,4500,Matthias: actual,1062000,4500,Matthias: actual,
1580_2018_hybrid,1580,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,Angewandte Chemie International Edition,1433-7851,1521-3773,Wiley,hybrid,2018,215,967500,4500,Matthias: actual,967500,4500,Matthias: actual,
2440_2017_hybrid,2440,Arthritis & Rheumatology,Arthritis & Rheumatology,2326-5191,2326-5205,Wiley,hybrid,2017,38,171000,4500,Matthias: actual,171000,4500,Matthias: actual,
2440_2018_hybrid,2440,Arthritis & Rheumatology,Arthritis & Rheumatology,2326-5191,2326-5205,Wiley,hybrid,2018,39,175500,4500,Matthias: actual,175500,4500,Matthias: actual,
4448_2015_hybrid,4448,Cellular Microbiology,Cellular Microbiology,1462-5814,1462-5822,Wiley,hybrid,2015,17,76500,4500,Matthias: older,76500,4500,Matthias: older,also gold in same year (Unpaywall)
4448_2016_hybrid,4448,Cellular Microbiology,Cellular Microbiology,1462-5814,1462-5822,Wiley,hybrid,2016,18,81000,4500,Matthias: actual,81000,4500,Matthias: actual,also gold in same year (Unpaywall)
4448_2017_hybrid,4448,Cellular Microbiology,Cellular Microbiology,1462-5814,1462-5822,Wiley,hybrid,2017,12,54000,4500,Matthias: actual,54000,4500,Matthias: actual,also gold in same year (Unpaywall)
6576_2016_hybrid,6576,DIABETES OBESITY & METABOLISM,"Diabetes, Obesity and Metabolism",1462-8902,1463-1326,Wiley,hybrid,2016,51,229500,4500,Matthias: actual,229500,4500,Matthias: actual,
6576_2017_hybrid,6576,DIABETES OBESITY & METABOLISM,"Diabetes, Obesity and Metabolism",1462-8902,1463-1326,Wiley,hybrid,2017,60,270000,4500,Matthias: actual,270000,4500,Matthias: actual,
6576_2018_hybrid,6576,DIABETES OBESITY & METABOLISM,"Diabetes, Obesity and Metabolism",1462-8902,1463-1326,Wiley,hybrid,2018,131,589500,4500,Matthias: actual,589500,4500,Matthias: actual,
9223_2016_hybrid,9223,Global Change Biology,Global Change Biology,1354-1013,1365-2486,Wiley,hybrid,2016,38,171000,4500,Matthias: actual,171000,4500,Matthias: actual,
9223_2017_hybrid,9223,Global Change Biology,Global Change Biology,1354-1013,1365-2486,Wiley,hybrid,2017,53,238500,4500,Matthias: actual,238500,4500,Matthias: actual,
9825_2016_hybrid,9825,Human Brain Mapping,Human Brain Mapping,1065-9471,1097-0193,Wiley,hybrid,2016,43,193500,4500,Matthias: actual,193500,4500,Matthias: actual,
9825_2017_hybrid,9825,Human Brain Mapping,Human Brain Mapping,1065-9471,1097-0193,Wiley,hybrid,2017,40,180000,4500,Matthias: actual,180000,4500,Matthias: actual,
9855_2016_hybrid,9855,Human Mutation,Human Mutation,1059-7794,1098-1004,Wiley,hybrid,2016,21,94500,4500,Matthias: actual,94500,4500,Matthias: actual,
9855_2017_hybrid,9855,Human Mutation,Human Mutation,1059-7794,1098-1004,Wiley,hybrid,2017,25,112500,4500,Matthias: actual,112500,4500,Matthias: actual,
11725_2016_hybrid,11725,International Journal of Clinical Practice,International Journal of Clinical Practice,1368-5031,1742-1241,Wiley,hybrid,2016,17,76500,4500,Matthias: actual,76500,4500,Matthias: actual,also gold in same year (Unpaywall)
11725_2017_hybrid,11725,International Journal of Clinical Practice,International Journal of Clinical Practice,1368-5031,1742-1241,Wiley,hybrid,2017,16,72000,4500,Matthias: actual,72000,4500,Matthias: actual,also gold in same year (Unpaywall)
11725_2018_hybrid,11725,International Journal of Clinical Practice,International Journal of Clinical Practice,1368-5031,1742-1241,Wiley,hybrid,2018,8,36000,4500,Matthias: actual,36000,4500,Matthias: actual,also gold in same year (Unpaywall)
13417_2018_hybrid,13417,Journal of Cellular Physiology,Journal of Cellular Physiology,0021-9541,1097-4652,Wiley,hybrid,2018,27,121500,4500,Matthias: actual,121500,4500,Matthias: actual,
17707_2016_hybrid,17707,Molecular Ecology,Molecular Ecology,0962-1083,1365-294X,Wiley,hybrid,2016,56,252000,4500,Matthias: actual,252000,4500,Matthias: actual,
17707_2017_hybrid,17707,Molecular Ecology,Molecular Ecology,0962-1083,1365-294X,Wiley,hybrid,2017,76,342000,4500,Matthias: actual,342000,4500,Matthias: actual,
17729_2016_hybrid,17729,Molecular Microbiology,Molecular Microbiology,0950-382X,1365-2958,Wiley,hybrid,2016,39,175500,4500,Matthias: actual,175500,4500,Matthias: actual,
17729_2017_hybrid,17729,Molecular Microbiology,Molecular Microbiology,0950-382X,1365-2958,Wiley,hybrid,2017,33,148500,4500,Matthias: actual,148500,4500,Matthias: actual,
20757_2016_hybrid,20757,Progress in Photovoltaics,Progress in Photovoltaics: Research and Applications,1062-7995,1099-159X,Wiley,hybrid,2016,8,36000,4500,Matthias: actual,36000,4500,Matthias: actual,
20757_2017_hybrid,20757,Progress in Photovoltaics,Progress in Photovoltaics: Research and Applications,1062-7995,1099-159X,Wiley,hybrid,2017,8,36000,4500,Matthias: actual,36000,4500,Matthias: actual,
20757_2018_hybrid,20757,Progress in Photovoltaics,Progress in Photovoltaics: Research and Applications,1062-7995,1099-159X,Wiley,hybrid,2018,7,31500,4500,Matthias: actual,31500,4500,Matthias: actual,
23481_2015_hybrid,23481,Statistics in Medicine,Statistics in Medicine,0277-6715,1097-0258,Wiley,hybrid,2015,28,126000,4500,Matthias: newer,126000,4500,Matthias: newer,backfilled 2016 fee https://web.archive.org/web/20170711070151/https://authorservices.wiley.com/author-resources/Journal-Authors/licensing-open-access/open-access/onlineopen.html
23481_2016_hybrid,23481,Statistics in Medicine,Statistics in Medicine,0277-6715,1097-0258,Wiley,hybrid,2016,43,193500,4500,Matthias: actual,193500,4500,Matthias: actual,
23481_2017_hybrid,23481,Statistics in Medicine,Statistics in Medicine,0277-6715,1097-0258,Wiley,hybrid,2017,37,166500,4500,Matthias: actual,166500,4500,Matthias: actual,
25434_2015_hybrid,25434,WILEY INTERDISCIPLINARY REVIEWS-COMPUTATIONAL MOLECULAR SCIENCE,Wiley Interdisciplinary Reviews: Computational Molecular Science,1759-0876,1759-0884,Wiley,hybrid,2015,5,22500,4500,Matthias: older,22500,4500,Matthias: older,
25434_2016_hybrid,25434,WILEY INTERDISCIPLINARY REVIEWS-COMPUTATIONAL MOLECULAR SCIENCE,Wiley Interdisciplinary Reviews: Computational Molecular Science,1759-0876,1759-0884,Wiley,hybrid,2016,3,13500,4500,Matthias: actual,13500,4500,Matthias: actual,
25434_2018_hybrid,25434,WILEY INTERDISCIPLINARY REVIEWS-COMPUTATIONAL MOLECULAR SCIENCE,Wiley Interdisciplinary Reviews: Computational Molecular Science,1759-0876,1759-0884,Wiley,hybrid,2018,3,13500,4500,Matthias: actual,13500,4500,Matthias: actual,
2441_2017_hybrid,2441,Arthritis Care & Research,Arthritis Care & Research,2151-464X,2151-4658,Wiley,hybrid,2017,13,57200,4400,Matthias: actual,57200,4400,Matthias: actual,
2441_2018_hybrid,2441,Arthritis Care & Research,Arthritis Care & Research,2151-464X,2151-4658,Wiley,hybrid,2018,22,96800,4400,Matthias: actual,96800,4400,Matthias: actual,
3222_2016_hybrid,3222,Biofuels Bioproducts & Biorefining-biofpr,"Biofuels, Bioproducts and Biorefining",1932-104X,1932-1031,Wiley,hybrid,2016,7,30800,4400,Matthias: actual,30800,4400,Matthias: actual,
3222_2017_hybrid,3222,Biofuels Bioproducts & Biorefining-biofpr,"Biofuels, Bioproducts and Biorefining",1932-104X,1932-1031,Wiley,hybrid,2017,7,30800,4400,Matthias: actual,30800,4400,Matthias: actual,
3222_2018_hybrid,3222,Biofuels Bioproducts & Biorefining-biofpr,"Biofuels, Bioproducts and Biorefining",1932-104X,1932-1031,Wiley,hybrid,2018,3,13200,4400,Matthias: actual,13200,4400,Matthias: actual,
3579_2015_gold,3579,Bone Research,Bone Research,2095-4700,2095-6231,Springer-Nature,gold,2015,21,92400,4400,Matthias: actual,92400,4400,Matthias: actual,
3726_2015_hybrid,3726,British Dental Journal,British Dental Journal,0007-0610,1476-5373,Springer-Nature,hybrid,2015,3,13200,4400,Matthias: actual,13200,4400,Matthias: actual,
3726_2016_hybrid,3726,British Dental Journal,British Dental Journal,0007-0610,1476-5373,Springer-Nature,hybrid,2016,7,30800,4400,Matthias: actual,30800,4400,Matthias: actual,
3726_2017_hybrid,3726,British Dental Journal,British Dental Journal,0007-0610,1476-5373,Springer-Nature,hybrid,2017,3,13200,4400,Matthias: actual,13200,4400,Matthias: actual,
3726_2018_hybrid,3726,British Dental Journal,British Dental Journal,0007-0610,1476-5373,Springer-Nature,hybrid,2018,3,13200,4400,Matthias: actual,13200,4400,Matthias: actual,
6585_2017_hybrid,6585,Diabetic Medicine,Diabetic Medicine,0742-3071,1464-5491,Wiley,hybrid,2017,28,123200,4400,Matthias: actual,123200,4400,Matthias: actual,
6585_2018_hybrid,6585,Diabetic Medicine,Diabetic Medicine,0742-3071,1464-5491,Wiley,hybrid,2018,33,145200,4400,Matthias: actual,145200,4400,Matthias: actual,
7309_2015_gold,7309,Emerging Microbes & Infections,Emerging Microbes & Infections,NULL,2222-1751,Taylor & Francis,gold,2015,33,145200,4400,Matthias: actual,145200,4400,Matthias: actual,
8205_2015_gold,8205,Experimental and Molecular Medicine,Experimental & Molecular Medicine,1226-3613,2092-6413,Springer-Nature,gold,2015,70,308000,4400,Matthias: actual,308000,4400,Matthias: actual,
9792_2015_gold,9792,Horticulture Research,Horticulture Research,2662-6810,2052-7276,Springer-Nature,gold,2015,33,145200,4400,Matthias: actual,145200,4400,Matthias: actual,
12022_2015_gold,12022,International Journal of Oral Science,International Journal of Oral Science,1674-2818,2049-3169,Springer-Nature,gold,2015,32,140800,4400,Matthias: actual,140800,4400,Matthias: actual,
13331_2016_hybrid,13331,Journal of Biophotonics,Journal of Biophotonics,1864-063X,1864-0648,Wiley,hybrid,2016,7,30800,4400,Matthias: actual,30800,4400,Matthias: actual,
13331_2017_hybrid,13331,Journal of Biophotonics,Journal of Biophotonics,1864-063X,1864-0648,Wiley,hybrid,2017,4,17600,4400,Matthias: actual,17600,4400,Matthias: actual,
13331_2018_hybrid,13331,Journal of Biophotonics,Journal of Biophotonics,1864-063X,1864-0648,Wiley,hybrid,2018,17,74800,4400,Matthias: actual,74800,4400,Matthias: actual,
16544_2015_gold,16544,Light-Science & Applications,Light: Science & Applications,2047-7538,NULL,Springer-Nature,gold,2015,69,303600,4400,Matthias: actual,303600,4400,Matthias: actual,
18670_2015_gold,18670,NPG Asia Materials,NPG Asia Materials,1884-4049,1884-4057,Springer-Nature,gold,2015,70,308000,4400,Matthias: actual,308000,4400,Matthias: actual,
19552_2016_hybrid,19552,Pest Management Science,Pest Management Science,1526-498X,1526-4998,Wiley,hybrid,2016,19,83600,4400,Matthias: actual,83600,4400,Matthias: actual,
19552_2017_hybrid,19552,Pest Management Science,Pest Management Science,1526-498X,1526-4998,Wiley,hybrid,2017,13,57200,4400,Matthias: actual,57200,4400,Matthias: actual,
19552_2018_hybrid,19552,Pest Management Science,Pest Management Science,1526-498X,1526-4998,Wiley,hybrid,2018,26,114400,4400,Matthias: actual,114400,4400,Matthias: actual,
21535_2016_hybrid,21535,Research Synthesis Methods,Research Synthesis Methods,1759-2879,1759-2887,Wiley,hybrid,2016,11,48400,4400,Matthias: actual,48400,4400,Matthias: actual,
25457_2016_hybrid,25457,Wind Energy,Wind Energy,1095-4244,1099-1824,Wiley,hybrid,2016,10,44000,4400,Matthias: actual,44000,4400,Matthias: actual,
25457_2017_hybrid,25457,Wind Energy,Wind Energy,1095-4244,1099-1824,Wiley,hybrid,2017,7,30800,4400,Matthias: actual,30800,4400,Matthias: actual,
25457_2018_hybrid,25457,Wind Energy,Wind Energy,1095-4244,1099-1824,Wiley,hybrid,2018,11,48400,4400,Matthias: actual,48400,4400,Matthias: actual,
18108_2018_gold,18108,Nature Communications,Nature Communications,2041-1723,NULL,Springer-Nature,gold,2018,5051,22012258,4358,Morrison: actual,26265200,5200,Matthias: actual,
1161_2015_hybrid,1161,Alimentary Pharmacology & Therapeutics,Alimentary Pharmacology & Therapeutics,0269-2813,1365-2036,Wiley,hybrid,2015,10,43000,4300,Matthias: older,43000,4300,Matthias: older,
1161_2016_hybrid,1161,Alimentary Pharmacology & Therapeutics,Alimentary Pharmacology & Therapeutics,0269-2813,1365-2036,Wiley,hybrid,2016,20,86000,4300,Matthias: actual,86000,4300,Matthias: actual,
1161_2017_hybrid,1161,Alimentary Pharmacology & Therapeutics,Alimentary Pharmacology & Therapeutics,0269-2813,1365-2036,Wiley,hybrid,2017,22,94600,4300,Matthias: actual,94600,4300,Matthias: actual,
1168_2015_hybrid,1168,Allergy,Allergy,0105-4538,1398-9995,Wiley,hybrid,2015,18,77400,4300,Matthias: older,77400,4300,Matthias: older,
1168_2016_hybrid,1168,Allergy,Allergy,0105-4538,1398-9995,Wiley,hybrid,2016,19,81700,4300,Matthias: actual,81700,4300,Matthias: actual,
1168_2017_hybrid,1168,Allergy,Allergy,0105-4538,1398-9995,Wiley,hybrid,2017,24,103200,4300,Matthias: actual,103200,4300,Matthias: actual,
1404_2017_hybrid,1404,American Journal of Transplantation,American Journal of Transplantation,1600-6135,1600-6143,Wiley,hybrid,2017,15,64500,4300,Matthias: actual,64500,4300,Matthias: actual,
1404_2018_hybrid,1404,American Journal of Transplantation,American Journal of Transplantation,1600-6135,1600-6143,Wiley,hybrid,2018,28,120400,4300,Matthias: actual,120400,4300,Matthias: actual,
6796_2016_hybrid,6796,Drug Testing and Analysis,Drug Testing and Analysis,1942-7603,1942-7611,Wiley,hybrid,2016,3,12900,4300,Matthias: actual,12900,4300,Matthias: actual,
6796_2017_hybrid,6796,Drug Testing and Analysis,Drug Testing and Analysis,1942-7603,1942-7611,Wiley,hybrid,2017,3,12900,4300,Matthias: actual,12900,4300,Matthias: actual,
6985_2016_hybrid,6985,Ecology Letters,Ecology Letters,1461-023X,1461-0248,Wiley,hybrid,2016,21,90300,4300,Matthias: actual,90300,4300,Matthias: actual,
